,Date,Team,Acquired,Relinquished,Notes
3982,2013-11-27,Rockets,,James Harden,sore left foot (DNP)
3983,2013-11-29,Bucks,,Caron Butler,sore left knee (DNP)
3984,2013-11-29,Celtics,,Courtney Lee,sore/sprained left knee (DNP)
3985,2013-11-29,Celtics,,Kelly Olynyk,sprained right ankle (DNP)
3986,2013-11-29,Clippers,,Chris Paul,strained right hamstring (DNP)
3987,2013-11-29,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
3988,2013-11-29,Lakers,,Chris Kaman,sore back (DNP)
3989,2013-11-29,Magic,,Jameer Nelson,sprained left foot (DNP)
3990,2013-11-29,Nets,,Deron Williams,sprained left ankle (DNP)
3991,2013-11-29,Nets,,Kevin Garnett,rest (DNP)
3992,2013-11-29,Rockets,,Greg Smith (a),sprained right knee (DNP)
3993,2013-11-29,Rockets,,Jeremy Lin,sprained right knee (DNP)
3994,2013-11-29,Suns,,Alex Len,sore left ankle (DNP)
3995,2013-11-29,Suns,Eric Bledsoe,,returned to lineup
3996,2013-11-29,Wizards,,Nene / Nene Hilario / Maybyner Hilario,sore right Achilles (DNP)
3997,2013-11-30,Bucks,,Caron Butler,sore left knee (DNP)
3998,2013-11-30,Bucks,,Ersan Ilyasova,sore left hamstring (DNP)
3999,2013-11-30,Celtics,,Courtney Lee,sore left knee (DNP)
4000,2013-11-30,Celtics,,Kelly Olynyk,sprained right ankle (DNP)
4001,2013-11-30,Grizzlies,,Zach Randolph,ingrown toenail (DNP)
4002,2013-11-30,Hawks,,Louis Williams / Lou Williams,recovering from surgery on right knee (DNP)
4003,2013-11-30,Jazz,,Andris Biedrins,sprained left ankle (out indefinitely)
4004,2013-11-30,Mavericks,,Jose Calderon,bone bruise in right ankle (DNP)
4005,2013-11-30,Nets,,Deron Williams,sprained left ankle (DNP)
4006,2013-11-30,Nets,,Paul Pierce,bruised right hand (DNP)
4007,2013-11-30,Rockets,,Greg Smith (a),sprained right knee (DNP)
4008,2013-11-30,Rockets,,Jeremy Lin,sprained right knee (DNP)
4009,2013-11-30,Timberwolves,,Shabazz Muhammad,DNP
4010,2013-11-30,Wizards,,Al Harrington,sore right knee (DNP)
4011,2013-12-01,Clippers,,J.J. Redick,fractured right hand (DNP)
4012,2013-12-01,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
4013,2013-12-01,Lakers,,Chris Kaman,sore back (DNP)
4014,2013-12-01,Pelicans,,Anthony Davis,fractured left hand (out indefinitely)
4015,2013-12-02,Lakers,,Jordan Farmar,torn left hamstring (out indefinitely)
4016,2013-12-02,Magic,,Jameer Nelson,sprained left foot (DNP)
4017,2013-12-02,Rockets,,Chandler Parsons,sore back / back spasms (DNP)
4018,2013-12-02,Rockets,,Greg Smith (a),sprained right knee (DNP)
4019,2013-12-02,Rockets,,Jeremy Lin,sprained right knee (DNP)
4020,2013-12-03,Bucks,,Caron Butler,sore left knee (DNP)
4021,2013-12-03,Celtics,,Kelly Olynyk,sprained right ankle (DNP)
4022,2013-12-03,Grizzlies,,Zach Randolph,ingrown toenail (DNP)
4023,2013-12-03,Heat,,Dwyane Wade,knee injury (DTD)
4024,2013-12-03,Magic,,Jameer Nelson,sprained left foot (DNP)
4025,2013-12-03,Magic,,Nikola Vucevic,sprained left ankle (DNP)
4026,2013-12-03,Nets,,Deron Williams,sprained left ankle (DNP)
4027,2013-12-03,Nets,,Paul Pierce,fractured right hand (DNP)
4028,2013-12-04,Bobcats,,Michael Kidd-Gilchrist,fractured left hand (out indefinitely)
4029,2013-12-04,Bucks,,Caron Butler,sore left knee (DNP)
4030,2013-12-04,Clippers,,J.J. Redick,fractured right hand (DNP)
4031,2013-12-04,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
4032,2013-12-04,Rockets,,Chandler Parsons,sore back (DNP)
4033,2013-12-04,Rockets,,Greg Smith (a),sprained right knee (DNP)
4034,2013-12-04,Rockets,,Jeremy Lin,sprained right knee (DNP)
4035,2013-12-04,Rockets,,Omer Asik,bruised right thigh (DNP)
4036,2013-12-05,Bulls,,Mike James (Lamont),right knee injury (DNP)
4037,2013-12-05,Clippers,,J.J. Redick,fractured right hand (DNP)
4038,2013-12-05,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
4039,2013-12-05,Grizzlies,,Tony Allen,hip injury (DNP)
4040,2013-12-05,Heat,,Chris Andersen,personal reasons (DNP)
4041,2013-12-05,Nets,,Deron Williams,sprained left ankle (DNP)
4042,2013-12-05,Nets,,Paul Pierce,fractured right hand (DNP)
4043,2013-12-06,76ers,,Michael Carter-Williams,sore right knee (DNP)
4044,2013-12-06,Bucks,,Caron Butler,sore left knee (DNP)
4045,2013-12-06,Bucks,,Zaur Pachulia / Zaza Pachulia,sprained (P) / fractured (CBC) right foot (DNP)
4046,2013-12-06,Celtics,,Kelly Olynyk,sprained right ankle (DNP)
4047,2013-12-06,Knicks,,Amare Stoudemire / Amar'e Stoudemire,resting knee injury (DNP)
4048,2013-12-06,Lakers,,Chris Kaman,back spasms (DNP)
4049,2013-12-06,Lakers,,Jordan Farmar,torn left hamstring (DNP)
4050,2013-12-06,Magic,,Nikola Vucevic,sprained left ankle (DNP)
4051,2013-12-06,Rockets,,Greg Smith (a),sprained right knee (DNP)
4052,2013-12-06,Rockets,,Jeremy Lin,sprained right knee (DNP)
4053,2013-12-06,Rockets,,Omer Asik,bruised right thigh (DNP)
4054,2013-12-06,Timberwolves,,Kevin Love,personal reasons (DNP)
4055,2013-12-06,Wizards,,Al Harrington,sore right knee (DNP)
4056,2013-12-07,76ers,,Michael Carter-Williams,sore right knee (DNP)
4057,2013-12-07,Bucks,,Caron Butler,sore left knee (DNP)
4058,2013-12-07,Bucks,,Zaur Pachulia / Zaza Pachulia,sprained right foot (P) (DNP)
4059,2013-12-07,Bulls,,Luol Deng,left calf injury (DNP)
4060,2013-12-07,Bulls,,Mike James (Lamont),right knee injury (DNP)
4061,2013-12-07,Clippers,,J.J. Redick,fractured right hand (DNP)
4062,2013-12-07,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
4063,2013-12-07,Grizzlies,,Ed Davis (a),sprained right ankle (DNP)
4064,2013-12-07,Grizzlies,,Tony Allen,hip injury (DNP)
4065,2013-12-07,Nets,,Deron Williams,sprained left ankle (DNP)
4066,2013-12-07,Nets,,Paul Pierce,fractured right hand (DNP)
4067,2013-12-07,Nuggets,,Ty Lawson,strained left hamstring (DNP)
4068,2013-12-07,Timberwolves,,Kevin Love,death of grandmother (DNP)
4069,2013-12-08,Celtics,,Kelly Olynyk,sprained right ankle (DNP)
4070,2013-12-08,Knicks,,Kenyon Martin,sore left ankle (DNP)
4071,2013-12-08,Lakers,,Chris Kaman,back spasms (DNP)
4072,2013-12-08,Lakers,,Jordan Farmar,torn left hamstring (DNP)
4073,2013-12-08,Magic,,Nikola Vucevic,sprained left ankle (DNP)
4074,2013-12-08,Pistons,,Rodney Stuckey,sore left knee (DNP)
4075,2013-12-08,Raptors,,Quincy Acy,DNP
4076,2013-12-08,Raptors,,Rudy Gay,DNP
4077,2013-12-08,Rockets,,Greg Smith (a),sprained right knee (DNP)
4078,2013-12-08,Rockets,,Jeremy Lin,sprained right knee (DNP)
4079,2013-12-08,Rockets,,Omer Asik,bruised right thigh (DNP)
4080,2013-12-09,76ers,,Elliot Williams,back injury (DNP)
4081,2013-12-09,76ers,,Michael Carter-Williams,sore right knee (DNP)
4082,2013-12-09,Bobcats,,Bismack Biyombo,sprained right ankle (DNP)
4083,2013-12-09,Bobcats,,Jeffery Taylor / Jeff Taylor (b),bruised left heel (DNP)
4084,2013-12-09,Bucks,,Zaur Pachulia / Zaza Pachulia,fractured right foot (out indefinitely)
4085,2013-12-09,Clippers,,J.J. Redick,fractured right hand (DNP)
4086,2013-12-09,Clippers,,Matt Barnes,recovering from surgery on left eye (DNP)
4087,2013-12-09,Clippers,,Reggie Bullock,sprained left ankle (DTD)
